EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,dir_330_embed_withnorm_v4_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
884,2.107618808746338,181000,4427.40742,-123.04266,-0.50280,0.00153,2.10394,0.00209,5084.76052,-0.78487,0.02803,-0.70536,-0.87785,1.50689,0.00024,1.50731,1.50647,0.08542,0.03761,0.19314,-0.02272,-296.44244,1.65165,-291.12695,-300.97964,765.14653,75.04410,1026.19238,602.57648,2411.96873,132.53023,2898.36597,2111.52344,-1.73551,0.00677,-1.70753,-1.74936,0.44820,0.00540,0.46577,0.43464,0.88286,0.43054,2.00000,0.21389,-3.88080,0.80519,-3.04684,-8.38549,7.79168,0.09173,8.05542,7.52869,3.50418,0.13700,4.06593,3.14109,30.46513,9.29749,77.21558,20.36799,-3.78355,1.55232,-0.54818,-8.07475,-0.00606,0.00944,0.02051,-0.03321,0.91841,0.00963,0.94919,0.89328,5.10780,0.90410,7.84501,3.62964,-5.01376,1.08038,-3.56930,-10.07767
885,2.1978302001953125,181200,4309.86369,-101.52368,-0.52998,0.00127,2.19433,0.00215,3861.69749,-0.78318,0.02598,-0.70373,-0.87023,1.50602,0.00025,1.50646,1.50561,0.08673,0.04069,0.18122,-0.02462,-296.31408,1.69104,-292.26343,-301.04962,774.33859,72.72203,1017.20062,626.13202,2418.37280,129.01176,2810.63159,2022.99512,-1.73603,0.00734,-1.70881,-1.75462,0.44837,0.00569,0.46922,0.43629,0.93511,0.48691,2.00000,0.21964,-3.86345,0.79144,-3.05530,-8.38060,7.78820,0.09936,8.06015,7.55715,3.50964,0.15204,4.32717,3.22855,30.28846,9.20814,76.41273,20.00480,-3.79889,1.53420,-0.99388,-8.18646,-0.00715,0.00978,0.01768,-0.03952,0.91783,0.01034,0.94723,0.88657,5.12382,0.97128,7.84838,3.63568,-5.03210,1.20766,-3.60963,-10.07048
886,2.5698800086975098,181400,4296.21580,-28.44841,-0.20936,0.00161,2.56565,0.00253,5099.33472,-0.78341,0.02622,-0.71415,-0.85162,1.50518,0.00024,1.50561,1.50477,0.08498,0.04381,0.20645,-0.04557,-296.30622,1.64731,-291.23990,-300.61301,766.35658,78.57986,1054.52271,621.41925,2436.59216,122.90876,2728.30713,2124.05737,-1.73612,0.00688,-1.71954,-1.75734,0.44862,0.00532,0.46379,0.43565,0.96976,0.50841,2.00000,0.20946,-3.80313,0.65446,-3.12211,-8.38098,7.79218,0.10713,8.11147,7.49499,3.50494,0.13286,4.24314,3.18115,30.07127,7.18814,75.55007,21.39366,-3.95022,1.57704,-1.15358,-9.59383,-0.00608,0.00909,0.02407,-0.02565,0.91800,0.00989,0.94244,0.88990,5.09744,1.04179,8.88578,3.50618,-5.01056,0.99755,-3.31927,-10.07184
887,2.634511709213257,181600,4293.70305,-109.02779,-0.17526,0.00194,2.62986,0.00263,4872.35532,-0.78365,0.02434,-0.69338,-0.85673,1.50439,0.00022,1.50477,1.50400,0.07851,0.03596,0.17508,-0.01734,-296.15413,1.87091,-291.60471,-300.33527,767.16068,77.54627,1018.95764,624.87280,2420.80707,125.18836,2880.58081,2100.81445,-1.73590,0.00674,-1.71739,-1.75667,0.44853,0.00493,0.46357,0.43606,0.87735,0.48205,2.00000,0.22404,-3.87118,0.79912,-3.05228,-8.38067,7.80776,0.08805,8.04248,7.57114,3.50774,0.15391,4.23410,3.22297,30.74946,9.54146,79.88056,20.50181,-3.98857,1.85393,0.00442,-10.16254,-0.00742,0.00914,0.02030,-0.03059,0.91882,0.00960,0.93903,0.89345,5.23224,0.99786,8.88742,3.59161,-5.01788,0.94976,-3.56710,-10.07273
888,2.3058674335479736,181800,4223.38500,-102.51732,-0.09873,0.00198,2.30132,0.00249,4340.79095,-0.77932,0.02710,-0.71248,-0.84224,1.50356,0.00025,1.50400,1.50313,0.08811,0.04060,0.19340,-0.03197,-296.21387,1.85834,-291.28275,-300.46490,762.29573,74.81855,1081.28638,605.68793,2390.84593,124.31556,2720.34814,2127.43726,-1.73566,0.00648,-1.71804,-1.75096,0.44768,0.00508,0.46227,0.43680,0.89818,0.48100,2.00000,0.20375,-3.89743,0.83518,-3.10809,-8.38122,7.78395,0.09956,8.07835,7.52553,3.51317,0.14503,4.06772,3.17373,30.56594,8.53176,77.20392,20.55576,-4.12242,1.60977,-0.87963,-9.42863,-0.00718,0.00900,0.01684,-0.03731,0.91815,0.00903,0.94026,0.89446,5.21294,1.05238,8.88670,3.45458,-5.14279,1.08686,-3.66268,-10.07583
889,2.560922861099243,182000,4334.41559,-136.57133,-0.31122,0.00164,2.55655,0.00265,5053.88240,-0.78099,0.02602,-0.70988,-0.85534,1.50270,0.00024,1.50313,1.50229,0.08584,0.03494,0.18902,-0.00671,-296.19042,1.76636,-291.67001,-301.18222,763.00037,71.82653,1029.47449,606.75317,2404.26526,129.39898,2780.75098,2041.51880,-1.73634,0.00698,-1.71885,-1.75010,0.44791,0.00549,0.46324,0.43250,0.98560,0.48788,2.00000,0.17452,-3.88613,0.76116,-3.04814,-8.38231,7.78923,0.08579,8.01647,7.53612,3.50877,0.13938,4.24104,3.27715,31.29539,8.77743,77.67990,21.48254,-3.99893,1.41899,-1.41726,-8.03422,-0.00687,0.00884,0.01809,-0.02904,0.91795,0.00968,0.94558,0.89051,5.32365,1.12847,8.89539,3.49132,-5.13638,1.00429,-3.44145,-9.45323
890,2.4071719646453857,182200,4483.74929,-120.31710,-0.41116,0.00160,2.40249,0.00300,5046.53878,-0.78155,0.02589,-0.70584,-0.84580,1.50185,0.00025,1.50229,1.50143,0.08864,0.04188,0.20964,-0.02254,-296.18935,1.76928,-290.69482,-300.78598,772.92532,72.26240,1027.86169,587.67059,2414.53248,129.44158,2740.83032,2109.77417,-1.73571,0.00652,-1.71722,-1.75597,0.44729,0.00586,0.46859,0.43156,0.88195,0.48875,2.00000,0.11742,-3.78734,0.58632,-3.10257,-8.37899,7.78206,0.10296,8.05544,7.48474,3.49388,0.13661,4.36245,3.20865,29.78809,6.77524,78.86681,19.73046,-3.96550,1.66059,-1.09585,-10.02464,-0.00616,0.00942,0.01873,-0.03595,0.91703,0.01083,0.95328,0.88772,5.15033,1.06983,8.90106,3.67322,-5.08337,1.08578,-3.37047,-10.06374
891,2.403470993041992,182400,4472.73280,-27.27794,-0.22883,0.00192,2.39939,0.00209,4979.49204,-0.78342,0.02491,-0.71338,-0.85082,1.50101,0.00024,1.50143,1.50059,0.08668,0.03880,0.20367,-0.02755,-296.08009,1.70899,-291.02243,-300.51959,765.31373,79.15506,1045.49597,600.64398,2394.29779,120.60325,2714.05933,2077.64233,-1.73591,0.00704,-1.71753,-1.76063,0.44752,0.00511,0.46018,0.43375,0.93686,0.46736,2.00000,0.24306,-3.85053,0.71148,-3.18097,-8.38016,7.78657,0.09555,8.06782,7.49832,3.50705,0.13632,4.13532,3.21512,30.40408,8.22870,79.10915,19.48179,-4.13392,1.76525,-1.07687,-10.85840,-0.00784,0.00947,0.01418,-0.03726,0.91725,0.01022,0.94748,0.89591,5.15940,1.04504,8.90113,3.55112,-5.08122,1.02119,-3.57471,-9.98050
892,2.325800657272339,182600,4612.87582,-47.20185,-0.73521,0.00153,2.32205,0.00217,3800.89395,-0.78078,0.02956,-0.70569,-0.86304,1.50017,0.00025,1.50059,1.49974,0.08825,0.03746,0.18013,-0.00645,-296.13370,1.84211,-291.45886,-300.11597,758.26352,73.69120,1035.79517,606.43842,2400.42376,124.30244,2803.42456,2067.28516,-1.73544,0.00732,-1.71432,-1.76139,0.44828,0.00574,0.46411,0.43127,0.86435,0.45384,2.00000,0.19180,-3.96310,0.84799,-3.15144,-8.38172,7.78242,0.09237,8.01591,7.55596,3.50528,0.13217,4.10566,3.26317,30.52334,8.86987,78.71187,21.21877,-4.04875,1.64997,-0.52936,-9.65960,-0.00784,0.00884,0.01668,-0.02740,0.91739,0.01026,0.94101,0.88977,5.10668,0.92776,8.91006,3.52424,-5.00493,1.05574,-3.44125,-10.06688
893,2.153582811355591,182800,4740.24720,-121.36116,-0.28518,0.00150,2.14938,0.00263,5262.72579,-0.78375,0.02644,-0.70860,-0.86161,1.49933,0.00023,1.49973,1.49894,0.08342,0.03949,0.16760,-0.02373,-296.04817,1.88174,-291.52057,-300.91089,768.33063,78.69881,1066.01880,608.54980,2407.18913,134.91947,2818.66064,2146.30225,-1.73596,0.00670,-1.71524,-1.75190,0.44796,0.00500,0.46261,0.43417,0.93385,0.52577,2.00000,0.20183,-3.92026,0.80872,-3.03708,-8.38138,7.79403,0.09749,8.05860,7.58616,3.50455,0.13732,4.10903,3.16136,30.35867,8.73059,78.67322,21.35982,-3.82984,1.80844,-1.07659,-13.34378,-0.00667,0.00925,0.01495,-0.03311,0.91778,0.00917,0.94341,0.89446,5.09330,1.01096,8.90529,3.44288,-5.15316,1.19229,-3.50322,-10.07106
894,2.222630262374878,183000,4538.43605,-121.77872,-0.49612,0.00154,2.21833,0.00267,3066.64906,-0.78212,0.02563,-0.70856,-0.85617,1.49851,0.00025,1.49894,1.49808,0.08981,0.04002,0.18423,-0.01508,-296.10138,1.64166,-291.74850,-300.74884,762.59373,69.06998,1004.44415,588.35413,2401.44105,129.47902,2819.20483,2132.11646,-1.73622,0.00687,-1.72037,-1.75415,0.44731,0.00509,0.46266,0.43301,0.84234,0.42546,2.00000,0.16739,-3.80105,0.64607,-3.08058,-8.37960,7.77796,0.09894,8.03725,7.54427,3.48298,0.13156,4.19452,3.21905,29.22774,7.33800,77.52319,20.56884,-3.94477,1.68432,-0.88718,-12.72050,-0.00692,0.00968,0.01720,-0.03420,0.91613,0.00985,0.94552,0.89080,5.03931,0.94956,8.91551,3.53899,-5.00954,0.91393,-3.43704,-9.46635
895,2.0491459369659424,183200,4616.28967,-49.96243,-0.13436,0.00202,2.04469,0.00235,4640.23371,-0.78245,0.02767,-0.71379,-0.84559,1.49762,0.00027,1.49808,1.49716,0.09642,0.03845,0.19258,-0.02607,-296.21657,1.89619,-291.30664,-300.25681,757.25657,76.00555,1012.51904,605.98792,2380.16194,113.83794,2681.55322,2109.67944,-1.73535,0.00714,-1.71708,-1.75468,0.44752,0.00506,0.46419,0.43396,0.91001,0.47366,2.00000,0.19556,-3.86502,0.76436,-3.00676,-7.15626,7.76126,0.09518,8.06451,7.52347,3.51381,0.12745,3.89212,3.19541,30.76134,9.14055,76.87180,20.86077,-4.05236,1.64825,-0.28118,-11.06192,-0.00715,0.00935,0.01501,-0.04064,0.91665,0.00880,0.94259,0.89665,5.19872,0.99248,8.92097,3.68347,-5.04290,1.11855,-3.42173,-10.06572
896,2.527804136276245,183400,4440.26082,-244.19925,-0.50707,0.00155,2.52421,0.00198,3339.04621,-0.77829,0.02735,-0.70270,-0.85254,1.49674,0.00025,1.49716,1.49629,0.09324,0.03941,0.18571,-0.00875,-295.94401,1.66814,-291.13071,-300.24945,756.29027,75.99505,1102.04395,575.66724,2380.73820,136.25717,3118.69214,2014.88562,-1.73597,0.00649,-1.71813,-1.75005,0.44743,0.00558,0.46110,0.43067,0.91863,0.46860,2.00000,0.20132,-3.85415,0.72844,-3.04428,-8.38204,7.76879,0.09774,8.02170,7.53981,3.50345,0.12923,3.88989,3.19290,30.20945,7.65777,73.29280,20.93468,-3.97723,1.75717,-0.74662,-10.43499,-0.00843,0.00974,0.01650,-0.03052,0.91627,0.00973,0.94927,0.89120,5.10760,0.95568,8.92468,3.53180,-5.14241,1.17952,-3.51668,-10.06663
897,2.5742459297180176,183600,4389.63186,-108.97417,-0.53577,0.00201,2.57010,0.00204,4366.06566,-0.77831,0.02763,-0.70926,-0.86204,1.49585,0.00025,1.49629,1.49542,0.09481,0.03926,0.19514,-0.00390,-296.06828,1.73069,-291.74597,-301.71869,754.62220,76.23959,988.17725,626.32495,2365.48614,123.57819,2695.58545,2029.42810,-1.73642,0.00793,-1.72018,-1.75589,0.44654,0.00539,0.46090,0.43374,0.89298,0.47977,2.00000,0.09494,-3.77583,0.67287,-3.09474,-8.38110,7.76458,0.09749,8.00968,7.51562,3.49765,0.12131,3.95339,3.26700,30.09793,7.68008,79.78945,21.00876,-3.74132,1.50638,-1.20717,-9.38395,-0.00795,0.00952,0.02136,-0.03421,0.91486,0.01004,0.93708,0.89043,5.13229,1.01665,8.92485,3.51127,-5.16223,1.14122,-3.34164,-10.06917
898,2.0571107864379883,183800,4484.99419,-127.34172,-0.44028,0.00194,2.05313,0.00198,5294.41428,-0.78364,0.02708,-0.69592,-0.84808,1.49499,0.00025,1.49542,1.49456,0.09333,0.03762,0.20694,-0.01859,-296.31919,1.71642,-291.13547,-300.47699,757.06750,75.17584,1013.13947,607.55975,2393.31090,135.36674,2743.85864,2108.63501,-1.73668,0.00697,-1.71877,-1.75591,0.44668,0.00490,0.45836,0.43581,0.92775,0.45294,2.00000,0.24859,-3.88792,0.83976,-3.06044,-8.38317,7.76790,0.09355,8.04623,7.48541,3.50424,0.13668,4.13135,3.21399,31.11510,9.07012,79.04995,21.18426,-3.92585,1.53783,-0.94596,-12.45524,-0.00716,0.00924,0.01750,-0.03379,0.91564,0.00894,0.93963,0.88384,5.12229,0.92086,7.87388,3.60210,-5.09759,1.08033,-3.36494,-10.06836
899,2.2211833000183105,184000,4479.87924,-169.26967,-0.62683,0.00135,2.21758,0.00217,5002.73286,-0.78175,0.02479,-0.71919,-0.84283,1.49416,0.00023,1.49456,1.49376,0.08763,0.03741,0.18237,-0.04070,-296.24623,1.72882,-292.29489,-300.50189,754.42356,74.43857,978.62854,598.96722,2390.67248,117.98294,2754.48022,2115.57544,-1.73589,0.00659,-1.72084,-1.75377,0.44711,0.00503,0.45983,0.43467,0.94400,0.47538,2.00000,0.31915,-3.79898,0.67292,-3.08145,-8.38300,7.78177,0.09315,8.10138,7.54588,3.50908,0.12478,3.98702,3.17546,29.58372,7.35304,78.57123,21.22643,-3.90353,1.49214,-1.12013,-10.98431,-0.00703,0.00964,0.02523,-0.02847,0.91687,0.00960,0.94401,0.89183,5.09642,1.04006,8.93444,3.63114,-5.04678,1.07620,-3.53430,-9.97898
900,2.4216725826263428,184200,4357.24484,-175.60002,-0.28505,0.00204,2.41724,0.00231,3820.19479,-0.78339,0.02669,-0.71261,-0.86462,1.49331,0.00025,1.49376,1.49290,0.09413,0.03777,0.19076,-0.00533,-296.09366,1.73381,-291.59393,-300.19269,754.57603,72.07502,1006.80450,624.27148,2373.95560,130.61853,2741.94336,2108.61914,-1.73615,0.00696,-1.71255,-1.75298,0.44622,0.00517,0.46352,0.43415,0.90685,0.47509,2.00000,0.19276,-3.88793,0.76431,-3.12946,-7.14439,7.76526,0.09419,8.01329,7.52425,3.50389,0.13658,4.02646,3.17354,30.63605,8.87337,76.98119,20.51865,-3.75332,1.39045,-1.12972,-8.83745,-0.00687,0.00943,0.01693,-0.03493,0.91584,0.00966,0.94229,0.89327,5.11301,0.98946,7.87514,3.43736,-5.18042,1.29093,-3.28440,-10.06346
901,2.2706210613250732,184400,4332.85996,-112.52268,-0.90165,0.00153,2.26695,0.00207,4735.64330,-0.77860,0.02601,-0.70189,-0.85293,1.49245,0.00026,1.49289,1.49201,0.09854,0.03875,0.21532,-0.02390,-295.96302,1.81188,-290.72263,-299.93839,764.87118,76.71769,971.93439,594.72919,2375.15239,126.81986,2674.73291,2020.08167,-1.73567,0.00710,-1.71755,-1.75374,0.44582,0.00515,0.46354,0.43269,0.94353,0.49420,2.00000,0.26123,-3.81429,0.69973,-3.03834,-8.38363,7.75390,0.09677,8.05972,7.46223,3.49955,0.12638,3.92494,3.22732,30.00679,7.81226,78.99002,20.53453,-3.83804,1.55561,-0.96333,-11.49856,-0.00907,0.00915,0.01703,-0.03152,0.91482,0.00993,0.94808,0.88487,5.18028,1.00623,8.94389,3.49235,-5.19276,1.03001,-3.59464,-9.97781
902,1.7901759147644043,184600,4452.85101,-222.93268,-0.35490,0.00159,1.78656,0.00196,5000.80439,-0.78170,0.02709,-0.70786,-0.85939,1.49158,0.00024,1.49200,1.49116,0.09428,0.03764,0.19036,-0.01270,-296.12003,1.68337,-291.96051,-300.65524,751.25605,77.80637,955.11176,579.59857,2378.46391,128.87814,2884.99658,2046.20020,-1.73736,0.00747,-1.71723,-1.75508,0.44608,0.00547,0.46241,0.43226,0.86452,0.45202,2.00000,0.20486,-3.92618,0.77702,-3.15788,-8.38356,7.76420,0.09414,8.03178,7.52389,3.51784,0.13017,3.98319,3.22329,31.20344,8.55784,77.48589,21.23124,-4.00992,1.85438,-0.28496,-11.73267,-0.00749,0.00925,0.01579,-0.02939,0.91439,0.00932,0.94193,0.88829,5.18055,1.01003,8.94570,3.55268,-5.11234,1.11177,-3.52387,-9.97007
903,1.8788161277770996,184800,4140.41486,-60.23590,-0.53084,0.00137,1.87545,0.00194,2138.36433,-0.77979,0.02703,-0.70215,-0.87152,1.49074,0.00024,1.49116,1.49032,0.09408,0.03509,0.19477,0.00620,-296.26581,1.67467,-290.79318,-301.24023,749.55103,82.90484,1050.48462,581.12903,2366.95204,132.88292,2780.51245,2083.61304,-1.73674,0.00734,-1.71383,-1.75231,0.44632,0.00543,0.46112,0.43072,0.95207,0.45660,2.00000,0.21461,-3.88963,0.90376,-3.07111,-8.38389,7.76438,0.08788,7.98448,7.51200,3.51654,0.14250,4.15640,3.19415,30.57906,9.97696,80.10359,19.92886,-4.06446,1.81912,-0.70924,-11.52560,-0.00916,0.00950,0.02026,-0.04017,0.91493,0.00912,0.94528,0.89176,5.22475,1.00763,8.95397,3.49052,-5.10691,1.12887,-3.42344,-10.06089
904,2.4067060947418213,185000,4308.71619,-92.46069,-0.27387,0.00117,2.40311,0.00235,4749.66237,-0.77943,0.02357,-0.71745,-0.84468,1.48991,0.00023,1.49031,1.48951,0.08919,0.04094,0.17415,-0.01042,-295.93614,1.78326,-291.71948,-300.73477,742.94084,71.38054,942.69379,590.20477,2344.73969,120.75998,2806.23120,1990.56091,-1.73645,0.00690,-1.71812,-1.75221,0.44625,0.00555,0.46216,0.43259,0.95864,0.46237,2.00000,0.18031,-3.79277,0.63593,-3.07106,-8.38389,7.77631,0.10268,8.02612,7.56294,3.52835,0.12574,4.02117,3.26376,29.77980,6.79578,76.74951,21.32742,-3.84127,1.45509,-0.88874,-9.68682,-0.00885,0.00884,0.01542,-0.03721,0.91640,0.01011,0.94148,0.88210,5.14564,0.93026,7.88383,3.59037,-5.09666,1.14011,-3.43275,-10.05950
905,2.0199809074401855,185200,4328.06018,-65.39894,-0.36838,0.00198,2.01571,0.00222,4833.67363,-0.78067,0.02670,-0.72193,-0.84918,1.48910,0.00024,1.48951,1.48869,0.09216,0.03912,0.18573,-0.01595,-295.99067,1.74186,-290.22528,-300.41782,751.07584,74.05512,967.89398,617.68524,2359.09377,132.02994,2688.97852,2053.98315,-1.73651,0.00720,-1.71883,-1.75725,0.44605,0.00520,0.46162,0.43089,0.92551,0.51065,2.00000,0.23147,-3.80290,0.76560,-3.05031,-8.38273,7.76854,0.09824,8.04003,7.53362,3.50719,0.13170,3.98727,3.09726,30.62074,8.17981,78.48683,21.07238,-4.04055,1.58217,-0.69674,-7.94873,-0.00943,0.01011,0.01131,-0.03343,0.91543,0.00928,0.93872,0.89468,5.18072,1.02117,8.95823,3.51729,-5.24104,1.19769,-3.46572,-10.06018
906,2.249354362487793,185400,4473.59424,-90.94578,-0.50978,0.00192,2.24490,0.00247,4794.38682,-0.77709,0.02620,-0.71437,-0.84520,1.48824,0.00025,1.48868,1.48781,0.09818,0.03416,0.18119,0.01666,-296.22967,1.65169,-291.20590,-300.20111,741.03588,75.32006,1003.75293,600.37299,2340.17533,135.97212,2827.59497,2044.90076,-1.73627,0.00705,-1.71836,-1.75520,0.44584,0.00482,0.45830,0.43243,0.93103,0.45478,2.00000,0.16910,-3.87519,0.66930,-3.08797,-7.14019,7.75306,0.08593,7.95812,7.54419,3.49871,0.12254,3.86722,3.19791,30.16264,6.94279,62.47570,20.43872,-4.02744,1.77348,-1.19059,-11.62137,-0.00857,0.00885,0.01288,-0.03214,0.91418,0.00859,0.94021,0.89466,5.12144,0.95916,7.89482,3.56392,-5.10889,1.12362,-3.37405,-10.05923
907,2.530536651611328,185600,4375.05305,-125.41691,-0.41422,0.00211,2.52587,0.00247,3380.65374,-0.77957,0.02736,-0.70979,-0.85770,1.48738,0.00025,1.48780,1.48695,0.09546,0.03962,0.19748,-0.01216,-296.05296,1.78125,-290.98621,-300.85040,755.17191,79.90590,1203.85754,602.87604,2354.26209,133.96617,2801.28784,2026.83203,-1.73545,0.00708,-1.71414,-1.75784,0.44596,0.00502,0.46036,0.43105,0.94223,0.46459,2.00000,0.15344,-3.86473,0.80336,-3.03161,-8.38371,7.75955,0.09979,8.03063,7.50264,3.51753,0.12937,4.03979,3.17396,30.41350,8.10231,75.23743,21.03607,-4.07259,1.92560,-0.87597,-11.33360,-0.00892,0.00878,0.01110,-0.03580,0.91554,0.00925,0.93509,0.88640,5.06879,0.96466,8.97438,3.67556,-5.13514,1.08624,-3.36558,-10.05421
908,2.1928040981292725,185800,4110.31404,-113.05000,-0.42696,0.00159,2.18890,0.00225,2647.02420,-0.77729,0.02444,-0.70213,-0.84903,1.48652,0.00025,1.48695,1.48609,0.09815,0.04001,0.22082,-0.02556,-295.92373,1.70834,-290.09790,-299.46970,741.67492,77.71321,1010.26917,578.03387,2368.02133,122.71530,2677.16846,2108.47339,-1.73647,0.00689,-1.71912,-1.75245,0.44562,0.00517,0.46407,0.43224,0.90848,0.43922,2.00000,0.18523,-3.82004,0.70140,-3.08824,-8.38243,7.75242,0.10093,8.06443,7.44310,3.49713,0.14094,4.24180,3.16272,29.74080,8.66446,78.90120,21.09247,-3.96906,1.63840,-1.21008,-10.87037,-0.00832,0.00948,0.01700,-0.03845,0.91373,0.01006,0.94596,0.89131,5.09267,1.04401,8.97259,3.57948,-4.97100,0.98101,-3.29403,-9.96843
909,2.2120022773742676,186000,4098.96603,-73.85717,-0.31422,0.00194,2.20798,0.00201,4889.25276,-0.77741,0.02567,-0.71331,-0.86142,1.48566,0.00025,1.48609,1.48524,0.09628,0.03660,0.21669,-0.02740,-295.83027,1.93482,-291.32391,-301.40741,737.88456,67.83213,1023.63049,615.03754,2355.64313,120.20447,2707.72388,2028.48718,-1.73689,0.00718,-1.71744,-1.75287,0.44560,0.00500,0.45823,0.43437,0.87231,0.44804,2.00000,0.17318,-3.82619,0.68766,-3.05132,-7.13364,7.75678,0.09245,8.06925,7.45245,3.50508,0.13553,4.01972,3.20724,29.70136,7.28026,73.39450,20.12804,-4.09028,1.50600,-1.26057,-8.21759,-0.00994,0.00891,0.01363,-0.03045,0.91361,0.00973,0.94513,0.89088,5.04490,0.92904,7.90031,3.37024,-5.08471,1.13826,-3.38068,-10.05708
910,2.398297071456909,186200,4213.30101,-48.34110,-0.37372,0.00146,2.39446,0.00229,4963.54453,-0.77902,0.02617,-0.70352,-0.84772,1.48482,0.00025,1.48524,1.48438,0.09920,0.04040,0.19087,0.01548,-295.87061,1.76393,-291.16660,-300.18137,737.54090,67.03865,937.28510,580.16565,2331.29857,123.52775,2681.79419,1989.15515,-1.73638,0.00657,-1.72115,-1.75507,0.44548,0.00592,0.46230,0.43040,0.89475,0.50210,2.00000,0.12821,-3.80739,0.69576,-3.08421,-8.38316,7.74904,0.10222,7.96083,7.51728,3.50502,0.13291,4.13545,3.23308,30.48922,7.65685,78.51621,20.51492,-3.91490,1.86691,-1.26722,-13.96325,-0.00966,0.00942,0.01215,-0.03453,0.91348,0.01014,0.94047,0.88743,5.18860,1.13808,8.98322,3.49591,-5.03870,1.04208,-3.42844,-10.05720
911,2.720093011856079,186400,4212.84536,-44.88725,-0.56334,0.00202,2.71548,0.00250,4731.08683,-0.77887,0.02551,-0.70097,-0.85549,1.48396,0.00025,1.48437,1.48353,0.09614,0.03643,0.18608,-0.00498,-296.00743,1.64727,-291.36197,-300.94186,733.44896,69.26125,983.94690,580.30841,2333.86474,118.98697,2705.24878,2031.97498,-1.73655,0.00658,-1.71842,-1.75426,0.44463,0.00447,0.45954,0.43265,0.92322,0.46438,2.00000,0.19141,-3.82606,0.68294,-3.06007,-7.13069,7.75644,0.09228,8.01262,7.52868,3.50693,0.12509,3.84356,3.18869,30.09783,6.92114,67.21536,20.76012,-3.97597,1.62031,-1.27826,-10.98618,-0.00881,0.00881,0.01186,-0.03703,0.91353,0.00871,0.94100,0.89406,5.09707,0.86137,8.98699,3.38234,-4.88084,0.78846,-3.37624,-6.91081
912,2.585634708404541,186600,4159.53832,-138.55177,-0.37128,0.00132,2.58146,0.00277,4467.73401,-0.77621,0.02542,-0.71072,-0.84070,1.48311,0.00025,1.48353,1.48267,0.10128,0.03549,0.18613,-0.00868,-295.89072,1.56819,-292.03839,-301.69223,744.23730,74.51969,1048.71997,601.47150,2350.96700,124.99284,2740.57568,2042.87073,-1.73690,0.00623,-1.72185,-1.75628,0.44519,0.00499,0.45912,0.43320,0.91170,0.46233,2.00000,0.22709,-3.86940,0.79764,-3.19456,-8.38454,7.74302,0.09006,8.02202,7.52777,3.49871,0.14224,4.11493,3.18787,29.85041,8.89028,79.49217,21.19402,-3.86892,1.53092,-1.11933,-10.56247,-0.00950,0.00906,0.01172,-0.03689,0.91308,0.00939,0.93694,0.88700,5.05613,0.99851,8.99332,3.45530,-5.02189,0.91688,-3.64626,-10.05349
913,2.1737663745880127,186800,4158.58443,-130.49794,-0.48692,0.00200,2.16963,0.00207,2128.82539,-0.77813,0.02509,-0.70333,-0.85956,1.48223,0.00025,1.48266,1.48180,0.10068,0.03570,0.18867,0.00243,-295.99791,1.68862,-290.10995,-300.65366,730.34280,74.60099,967.62347,567.42487,2333.11559,122.59827,2638.22192,2024.86414,-1.73685,0.00668,-1.71426,-1.75627,0.44457,0.00478,0.46131,0.43225,0.89151,0.44660,2.00000,0.26848,-3.73533,0.51610,-3.07203,-7.12551,7.74417,0.09072,7.99382,7.52076,3.49511,0.12307,3.84703,3.18009,29.25805,5.55433,54.75218,21.72184,-4.02473,1.55185,-0.17571,-10.05398,-0.00933,0.00891,0.01040,-0.03244,0.91327,0.00927,0.94731,0.88937,5.01364,0.95258,8.99730,3.61233,-5.12176,1.09937,-3.34299,-10.05562
